"","birth_yr","registered_voter","gender","race_eth","educ","pid7","ideology","income","facets_1","facets_2","facets_3","facets_4","facets_5","facets_6","facets_7","facets_8","facets_9","facets_10","facets_11","facets_12","facets_13","facets_14","facets_15","facets_16","facets_17","facets_18","facets_19","facets_20","big_five_1","big_five_2","big_five_3","big_five_4","big_five_5","big_five_6","big_five_7","big_five_8","big_five_9","big_five_10","vote","prefered_candidate","talk_politics","display_sign","persuade_vote","donate","written_politician","vote_2012","abortion","birth_citizenship","gay_marriage","affirmative_action","guns","global_warming","anger","breakfast_control","anger_politics","salience","cand_strong_position","compromise","blame_other_party","govt_corrupt","govt_unresponsive","govt_satisfied","vote_likelihood_2016","talk_about_2016","donate_likelihood16","display_yard_sign16","work_campaign16","attend_rally16"
"2268","1973","1","2","6","2","1","4","5","5","4","4","5","3","3","3","3","4","3","4","4","4","3","4","3","3","3","3","3","4","4","4","5","5","4","6","1","4","4","2","18","1","2","2","2","2","1","4","2","2","3","3","1","","","This election has kind of made me angry because I feel that both candidates need to focus on the nation and the people of the United States of America because we need to have the candidates stop putting each other down about their different past and problems and focus on protecting this country, fixing our Immigration problems, our educational systems, stopping crimes, and prostitution, drugs, and just protecting the American people and our country.  I feel that this election has caused so much hatred instead of the candidates proving to us that what makes them good to be president of the United States.  A lot of people are using the words racism, and other words that there is no need to accuse anyone of such words.  If people in the United States are worried about racism, we know that it already exists among all the people in the United States not only the African Americans.  Study history and racism was always there and it existed even at the time when the Jews where slaved and then Moses came and saved them out of Egypt, so it is not something new.  I like to see candidates tell us how they can protect us, increase jobs, stop crimes, and drugs, build a better education system, and etc instead of fighting against one another we need to protect the earth we live in, because if something happens to earth then we have nothing.  God is very powerful, and with one strong earth quake, or flood the ground can open up and swallow man kind.","","2","-99","4","10","9","3","1","4","7","4","4","7"
"2269","1988","1","1","1","2","7","6","11","4","3","1","2","1","2","4","4","4","4","2","2","2","1","2","4","4","3","4","5","6","3","7","2","3","1","5","2","3","5","1","17","4","2","2","2","2","1","2","1","3","3","1","3","","I ate muffins for breakfast on the way to work. I felt good, because it was something on my stomach","","","4","2","4","6","7","1","3","3","7","7","7","7"
"2270","1967","1","1","1","4","2","3","12","5","3","2","4","4","3","2","2","3","4","3","3","3","2","4","2","3","2","4","4","6","5","6","5","7","2","5","5","6","3","1","3","6","1","1","1","1","1","4","2","1","2","1","2","","","I believe in a two party system of elections.  I also believe strongly that our country is strongest when our elected officials are engaged in vigorous debate over issues.  However, ideological zealots are ruining political discourse and creating gridlock in our congress.  The most inexperienced, egocentric, extremist, ideologs are being nominated by both parties.  These members toss aside the art of compromise and replace it with gridlock in order to promote self serving rhetoric.  It seems that of er the past decade, respectfully disagreeing with another's views or position on issues is the in thing.  Most people run on what they won't do rather than what they will do.  The race to the gutter in political rhetoric and tossimg personal insults has gone from being out of line to commonplace.  Donald Trump has taken this to the extreme.  I believe him to be the manifestation of extremists ripping apart our two party system.  I am a democrat, but I fear Trump will, or already has, destroyed the Republican Party....and I believe that the two party system is best. ","","2","2","6","1","4","2","1","1","1","2","3","1"
"2271","1959","1","1","2","2","1","1","4","2","3","4","4","3","3","4","4","3","3","4","4","3","2","2","3","4","4","3","3","2","3","4","4","5","6","5","4","4","3","1","1","1","1","1","1","1","1","2","1","1","2","1","2","I was angry about my job siutaton and how i got laidoff without any noticee at all  / from ny employer had to pay child support and went to  jail becuase I had got behind , ","","","","2","2","2","5","8","7","2","1","5","3","7","4"
"2272","1987","1","2","3","4","6","4","10","2","3","3","2","2","3","3","3","3","3","2","2","2","3","3","3","3","3","3","3","3","4","5","4","4","4","4","5","4","4","1","2","2","2","2","2","2","1","2","1","2","2","1","1","","","right now.  trump is a douchebag and clinton is a crook","","4","2","5","7","7","3","4","3","7","7","4","7"
"2273","1976","1","1","5","5","4","4","13","3","3","2","3","4","3","3","3","2","3","4","4","4","4","4","3","3","3","2","3","3","4","3","4","4","5","4","4","5","4","2","18","4","2","2","2","2","2","1","3","1","5","1","3","","","","politics were always been a lie.all made up to trick people to turn to their favor","2","2","3","6","7","8","2","2","2","2","4","4"
"2274","1964","1","1","1","4","1","4","13","4","4","5","4","5","4","5","5","4","5","4","4","5","5","4","5","4","5","4","5","6","7","6","6","7","7","6","7","6","7","1","1","1","1","1","1","1","1","2","1","1","2","1","2","","good","","","2","1","2","8","8","9","2","2","2","2","2","2"
"2275","1984","1","1","1","6","4","4","13","5","4","4","5","4","4","5","4","4","5","5","5","4","4","4","3","3","4","4","5","6","6","7","6","5","6","5","5","6","5","1","1","6","2","2","2","2","1","2","2","1","2","2","1","","","","I think that should be honest","2","3","3","8","7","9","2","2","3","2","2","2"
"2276","1981","1","2","1","4","6","6","8","5","5","4","5","4","1","2","2","2","2","4","5","4","2","4","2","2","2","3","2","3","3","5","5","3","6","7","2","5","3","1","7","2","2","2","2","2","1","3","1","3","4","1","1","","Turkey bacon and egg white sandwich from Starbucks. Felt like it was fulfilling but not overwhelming. Chai latte. They make me feel cozy","","","5","3","7","8","9","4","2","1","7","7","7","7"
"2277","1995","1","2","1","2","2","1","7","5","4","4","5","5","2","1","1","1","3","3","4","4","4","5","2","1","2","2","3","2","5","6","6","5","6","6","6","3","2","1","2","1","2","2","2","2","2","4","2","1","2","1","1","","","Watching donald trump on TV. He has consistently said sexist, anti-semetic, racist and homophobic things. And he is allowed to continue running and say and do awful things. ","","2","2","5","8","9","2","1","7","5","7","7","2"
"2278","1956","1","1","1","4","7","5","7","5","4","3","4","4","3","2","2","4","3","3","2","3","4","3","4","4","2","2","2","2","4","3","3","4","3","4","5","4","4","1","18","2","2","2","2","2","1","4","1","1","2","1","2","","","","Pol tians care too much about special inteests. They can debate. The promise the world and give very little","1","2","2","6","5","5","1","1","7","7","7","7"
"2279","1957","1","2","1","5","5","5","5","1","1","1","1","1","4","4","4","4","4","2","2","2","1","1","4","4","4","4","4","1","1","6","1","6","7","6","1","6","3","2","7","3","2","2","2","2","1","4","2","3","4","3","3","","","Hillary Clinton lying about no deaths in Benghazi made me angry. She cannot be trusted and is a traitor.","","4","3","6","5","6","3","1","3","7","7","7","7"
"2280","1992","1","2","5","2","3","1","3","5","4","4","5","5","1","1","1","1","3","4","5","5","4","5","2","2","2","2","2","2","6","1","7","2","6","5","5","2","5","1","2","4","1","1","1","1","1","4","2","1","2","2","1","","","","I think about politics daily. I am worried about the state of this country because of this election cycle. This election cycle has proven that we need fundamental change in the way we deal with elections. I do it trust either candidate from the Democratic Party or the Republican Party.","2","1","7","8","9","1","2","1","7","7","7","7"
"2281","1977","1","2","1","2","3","2","6","5","5","4","5","4","1","2","3","2","3","2","3","5","3","3","2","2","2","3","2","4","5","4","7","4","4","5","2","2","4","2","2","1","2","2","2","2","1","3","3","1","5","1","2","","","I don't get into politics enough to get angry","","4","2","4","10","10","1","4","7","7","7","7","7"
"2282","1966","1","2","1","5","1","2","3","5","5","2","5","5","2","1","2","4","4","5","5","5","2","2","1","2","2","2","1","7","7","6","7","7","1","5","2","2","1","2","2","4","2","2","2","1","2","4","2","1","4","1","1","","","","Last week, I thought how sad this election is and that no matter who wins Americans will lose. It's embarrassing to be American at the moment.","1","2","6","10","10","0","1","1","7","7","7","7"
"2283","1956","1","2","1","5","1","1","1","3","2","2","2","2","3","4","4","4","4","3","3","2","2","2","4","3","2","3","4","5","2","4","3","5","4","5","3","5","3","1","1","1","2","2","2","2","1","4","2","1","3","1","1","I was quite vexed when British Airways lost my luggage for 6 days and then had the audacity to say they wouldn't reimburse me for items I had to buy.  They did eventually pay, but I'll never fly on BA again!","","","","3","3","7","4","3","5","1","6","4","4","4","4"
"2284","1986","1","1","1","4","2","1","8","2","2","2","2","3","4","4","4","3","3","2","2","2","2","3","3","3","4","4","3","6","4","3","4","4","2","5","4","6","2","1","1","5","1","1","2","2","1","2","2","1","2","1","1","","bread","","","2","2","2","7","5","4","2","2","4","3","4","3"
"2285","1951","1","2","1","5","7","7","15","1","1","1","1","1","3","5","3","4","4","3","3","3","2","3","2","3","3","3","2","4","3","6","4","5","4","5","5","6","5","1","17","3","2","2","2","2","1","1","3","2","3","3","4","","","","I feel that this Presidential election is the most ugly one I can think of.  I do not really love either candidate.  When I vote it is for the least offensive.  I think Hilary is a liar and do not trust her.  I think that Trump does not think before he speaks and comes across offensively.","2","3","2","4","6","1","1","4","5","7","7","7"
"2286","1935","1","2","1","1","1","3","6","5","3","3","3","3","2","4","4","3","4","2","3","3","1","1","3","3","3","4","4","5","1","6","4","5","4","6","1","6","3","2","1","1","2","2","2","2","1","3","2","3","5","1","3","","For breakfast every morning I have a large bowl of fresh fruit, consisting of one half banana, apple, peach, spoons of pineapple with nothing else added.  Some times I will have other fruit if it is in season","","","1","1","7","8","9","2","1","7","7","7","7","7"
"2287","1983","1","1","1","4","2","4","10","4","3","4","2","2","4","5","4","5","4","2","2","2","1","2","2","2","4","4","5","6","5","5","3","6","7","6","2","6","7","1","1","3","2","2","2","2","1","1","2","3","1","1","1","Last time I get angry was 3 weeks ago, and I was in a line to take gas and the line was too long and I was a little bit hurry so I got angry.","","","","3","2","7","1","0","8","2","2","4","3","4","2"
"2288","1947","1","2","1","3","4","5","3","2","2","2","2","2","4","5","4","4","4","1","1","2","1","1","5","5","4","5","4","5","1","7","1","6","5","7","1","7","3","2","17","2","2","2","2","2","1","4","1","1","3","1","1","Watching the presidential debates and asking why both parties could not have nominated better candidates.","","","","2","2","4","5","5","5","1","2","7","7","7","6"
"2289","1968","1","2","2","4","1","2","7","2","1","1","1","1","2","5","4","5","5","1","1","1","1","1","5","5","5","5","4","6","1","5","1","7","3","7","3","6","3","1","1","1","2","2","2","2","1","4","2","1","1","1","1","I saw someone slap an elderly man and I was furious. Luckily a policeman saw her do it too!","","","","2","2","5","1","1","7","1","4","4","7","7","7"
"2290","1997","1","1","1","-99","-99","-99","8","5","5","2","4","3","1","5","4","4","2","5","4","4","1","4","2","2","2","3","1","3","6","3","7","7","2","3","1","2","3","1","2","3","1","1","1","1","2","4","2","1","3","3","1","","Two Bowls of cereal","","","1","3","2","10","10","0","1","1","1","1","1","1"
"2291","1959","1","2","1","4","3","4","12","4","3","2","3","2","3","4","3","3","3","1","1","1","1","1","3","4","4","5","3","6","3","6","4","6","5","5","2","6","4","2","1","3","2","2","2","1","1","4","2","1","5","1","2","","","I am strongly embarrassed and angry that Americans can back a man like Trump and actually endorse and applaud his views on women, racism, and morality in general. He sets thi s country back decades.","","1","3","3","3","4","8","1","1","3","4","4","6"
"2292","1965","1","2","2","1","1","2","6","2","2","2","2","2","2","4","4","4","3","3","3","3","1","4","4","2","2","3","3","7","4","6","4","4","1","7","1","7","1","1","1","2","2","2","2","2","1","3","1","1","1","1","1","","","","I really don't think much about politics until its time to vote","1","1","6","10","10","0","4","7","7","7","7","7"
"2293","1971","1","2","1","2","1","2","6","5","-99","1","5","4","2","3","4","4","5","2","3","2","2","2","4","4","3","4","4","5","2","7","5","7","5","7","1","6","2","2","1","4","2","1","1","2","1","2","2","1","1","1","1","","","","As our schools here in Alabama and our scores continue to deplete and a lottery would do a lot to help this situation.","1","2","7","5","7","3","1","1","1","1","3","3"
"2294","1965","1","2","3","3","2","4","9","4","2","2","2","2","4","4","3","3","4","2","3","2","1","1","2","4","3","4","3","4","3","5","3","6","4","4","5","6","4","2","1","3","2","2","2","2","1","2","2","3","3","1","2","","","","While watching tv there were all thesecommercials about the 2 candidates for president.  These commercials were about what the other person was accused of or what they did or didnt do, not once did these commercials tell me what each candidate was for or how they will help our country or the people.  I was very annoyed.","3","2","5","7","7","3","1","3","5","6","6","6"
"2295","1983","1","1","1","5","1","2","12","2","5","4","4","5","4","2","2","2","2","4","4","4","4","4","2","2","2","2","2","6","4","5","4","5","5","6","2","6","3","1","1","5","1","1","2","2","1","2","2","1","2","1","1","","","Politics more of times say lies","","2","2","2","5","4","8","1","1","3","2","2","3"
"2296","1992","1","2","1","1","5","4","1","5","4","2","4","5","5","2","3","3","4","2","4","4","4","2","2","2","2","3","4","2","6","7","6","5","4","7","5","5","5","2","18","6","2","2","2","2","2","3","2","1","3","3","2","","","I am angry that money is borrowed from the social security system as that is money that hard working people have earned to retire on. Most senior citizens do not receive what they have paid in over their life and struggle to pay for medications, food, and rent/mortgages, most of the time having to choose one over another. Also, I am angry over the neglect of Veterans.  They sacrificed for our country and a lot of them end up homeless and starving while nothing affects the lining of the pockets of politicians whom have messed it up for both seniors and veterans but never have to suffer the consequences of their decisions that they have made for other people.  ","","1","1","7","10","10","5","2","1","7","7","7","7"
"2297","1953","1","2","1","4","-99","6","4","4","3","1","3","3","3","4","2","3","3","2","3","2","1","2","2","2","3","3","3","6","2","4","2","5","5","6","4","5","3","1","18","4","2","2","1","2","1","4","3","1","4","3","2","","","We had a friend, a Native American, whose chemically-influenced daughter had a child and turned it over to the child's grandmother to take care of. She did not give the birth certificate to her with the child. The child became ill, but because of the lack of a birth certificate, the grandmother could not get medical help and could not afford the cost of treatment. We attempted to help by approaching our state senator and an representative to intercede and assist with getting them through the red tape to allow the child to receive medical help in Arizona. Both government officials said they were too busy working on the upcoming election (this was quite a few years ago) to be able to help our friend and her granddaughter. We were stunned, disgusted and outraged. How long would it have taken to write a letter or make a phone call to help the baby?? Finally we had to help finance the grandmother and baby to return to the grandmother's tribal area (Alaska) where she could be taken care of by the tribe's resources.","","2","2","4","8","9","1","1","4","1","3","3","4"
"2298","1958","1","2","1","1","7","7","6","4","4","-99","2","2","4","2","2","4","4","1","2","2","1","1","4","5","4","4","4","5","2","7","1","5","5","6","1","7","5","1","9","4","2","1","2","1","1","2","2","2","3","3","4","","","When truth is about to come out and those whistle blowers suddenly turn up dead. When top government people commit crimes and lie continually but keep on running for president. When the present president tries to turn our wonderful country into a socialist nation.","","2","1","4","6","6","1","1","2","4","3","5","6"
"2299","1980","1","1","1","5","7","7","10","5","5","4","5","1","5","5","1","5","5","1","1","1","1","2","2","2","5","5","5","7","7","7","7","7","7","7","7","7","7","1","18","8","1","1","1","1","1","1","1","1","1","2","1","","","","very good","1","1","1","10","10","10","1","1","1","1","1","1"
"2300","1937","1","1","1","5","4","4","4","2","1","1","1","1","2","5","4","3","5","3","3","3","1","4","5","4","4","5","5","2","4","7","2","6","7","6","2","7","2","2","14","6","2","1","2","1","1","3","1","3","2","1","1","","I ate cold cereal with milk at about 9AM. Eating breakfast is just something I need to do so quick is good. The morning news was on so was distracted by that.","","","3","1","7","6","9","3","1","1","7","7","7","4"
"2301","1982","1","2","1","4","1","1","10","5","3","3","5","5","2","2","2","1","4","4","4","4","4","4","2","2","1","3","2","3","3","5","5","7","7","6","2","4","1","1","2","6","1","1","1","1","1","4","1","1","2","1","1","","","","I feel like the worst thing that ever happened to politics was Regan pandering to the religious right in the 80s. The Republic party and the people that support it have turned into bigger lunatics with each election cycle.","1","3","2","4","4","7","1","1","2","2","3","3"
"2302","1984","1","2","5","4","4","6","13","4","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","6","7","5","5","5","6","2","4","2","1","9","2","2","1","1","2","1","2","1","1","4","3","2","","i made a breakfast burrito and had some delicious home made salsa with it. made me happy to enjoy this!","","","1","4","3","9","7","1","1","3","1","3","3","7"
"2303","1971","1","1","1","4","5","5","10","4","2","1","1","1","5","5","4","5","4","1","2","1","1","1","5","4","5","5","5","5","3","6","1","6","6","7","3","7","6","2","18","2","2","2","2","2","2","1","1","3","3","1","5","","","Eyxyf gdjdy tcfdh","","2","3","2","5","6","4","1","3","7","7","7","6"
"2304","1963","1","2","1","4","7","7","16","4","3","3","3","3","3","2","3","4","2","2","2","2","2","2","2","2","3","3","2","5","5","6","2","3","3","4","4","3","3","2","18","5","2","2","2","2","1","1","1","2","4","3","4","My son was blatantly picked on by his chemistry teacher.  I believe that the teacher displaced the feelings that he had for my daughter onto my son.  The teacher refused to  help my son despite my son's constant pleas on his own time.  The teacher came out and said that he was too busy helping other students.  The teacher also sabotaged my kid's grades in order to deny him the title of Class Valedictorian.  The head counselor, the principal, and this teacher were all in the thing together.  I eventually had to involve a lawyer and one of the top officials in the entire district.  My son's grade was changed to an A and he was able to transfer from this horrid man's class for the second semester.","","","","1","5","2","9","9","0","1","3","7","7","7","7"
"2305","1965","1","2","1","2","4","4","11","4","2","2","2","4","2","4","4","4","4","3","4","4","2","4","2","2","2","2","3","3","2","6","2","6","6","6","2","5","2","1","1","2","2","2","2","1","1","4","1","1","3","3","1","","","There are no good choices in politicians.  The two party system is broken.  We have to take someone who does not have our best interest at heart.  And all politicians waste our money.","","2","3","5","9","9","2","1","6","7","7","7","7"
"2306","1955","1","1","3","3","4","7","1","3","4","3","3","3","3","3","4","3","2","3","3","3","3","3","3","3","3","3","3","2","4","4","4","4","4","4","4","4","4","1","9","1","2","2","2","2","1","2","1","3","4","2","4","","","have no opinion.","","1","4","1","10","10","0","1","4","4","7","7","7"
"2307","1969","1","1","3","4","1","2","7","3","3","1","1","3","4","4","3","3","5","1","1","1","1","1","1","5","5","5","4","7","1","7","1","7","1","7","1","7","1","1","1","5","2","2","2","2","1","4","1","1","3","1","1","","","","THIS YEARS ELECTION HAS BEEN A CIRCUS SHOW, VERY EMBARRASSING FOR THE US","1","2","4","4","2","5","1","4","7","7","7","7"
"2308","1954","1","1","1","2","7","6","14","4","4","3","3","3","3","4","3","2","3","3","4","3","2","3","2","3","2","4","3","5","5","7","3","3","4","4","2","5","5","1","17","6","2","1","1","2","1","2","1","3","4","3","4","",""," When Hillary lied about been Benghazi and let our ambassador die there.  Then continued to lie about her involvement in this and try to blame it on a video. Also,  when Obama continued to use executive order to push things pass that  he knew Congress wouldn't pass.  And finally the care our veterans gift which is horrible.","","1","4","1","9","8","0","1","1","1","4","4","2"
"2309","1964","1","2","3","2","4","5","3","5","5","5","4","5","1","3","1","1","3","4","5","5","2","1","1","4","2","2","1","1","2","6","3","4","7","7","1","3","4","1","18","1","2","1","2","2","1","3","2","3","5","1","1","","Oatmeal. Felt good eating something healthy","","","4","4","4","7","7","5","1","4","7","7","7","7"
"2310","1970","1","2","1","4","6","6","12","4","-99","3","4","4","4","3","3","3","4","4","4","4","4","2","4","4","2","3","3","4","4","4","6","6","3","4","6","4","4","1","18","5","2","2","2","2","1","4","3","1","5","1","1","","Toast and ok","","","5","5","3","8","7","5","1","1","4","4","4","4"
"2311","1978","1","1","2","1","4","4","8","3","2","2","1","1","3","4","4","4","5","1","4","2","2","1","5","5","4","5","5","4","1","7","1","7","7","4","1","7","1","2","-99","1","2","2","2","2","1","4","3","2","2","3","2","I  had been told to show up for a confirmed job offer three times in the same week just to be told no by all three diffrent people with the same excuse telling me that their business will be  closed down for relocation,after being told that I have the job I traveled,three diffrent towns,waisting money,and after the last lie,after leaving to go home there was a woman walking in the middle of the street with no shoes on her feet asking people to help her,I turned to see what was going on because her nose was bleeding a little,she told me she couldn't get home so I gave her two dollars then she took the money I gave to her and wiped her nose with it and didn't say thankyou'got in her parked car and driven away,this happend when I was eighteen.A month later I found out  that same woman owned all three business's and went on one of her frequent drug binges and couldn't keep up with her payments etc,so she went out of business.This took place while living in long island.","","","","4","1","7","6","5","5","6","2","7","4","6","6"
"2312","1997","1","1","1","2","1","1","8","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","1","1","5","1","1","1","1","1","1","1","1","1","1","1","","good","","","1","1","1","10","10","10","1","1","1","1","1","1"
"2313","1973","1","2","1","1","5","6","3","4","3","3","3","3","3","2","3","2","3","2","2","2","2","2","2","2","2","4","3","4","2","4","2","4","4","5","2","5","2","2","7","1","2","2","2","1","1","1","3","3","3","3","3","","","N/A","","3","3","2","8","8","1","1","4","4","4","5","4"
"2314","1980","1","2","1","4","2","2","7","1","1","1","1","1","4","5","4","4","5","1","1","1","1","1","5","5","5","5","5","5","1","7","1","6","6","6","1","7","2","2","2","2","2","2","2","2","1","2","2","1","1","1","2","","","It is very depressing to have to choose between Trump and Clinton for president. Why can't we have a legitimate third party candidate?","","2","1","4","9","10","1","1","3","7","7","7","7"
"2315","1982","1","1","1","5","7","6","4","1","3","1","2","1","5","5","5","5","5","1","1","1","3","1","5","5","5","5","4","2","6","7","1","7","5","6","1","7","3","1","17","3","2","1","2","2","1","2","2","3","4","3","2","","By the time I got out of bed and made my way downstairs I was quite hungry. But I was quite excited to know that I would have scrambled eggs with Mexican blend cheese and my choice of bacon or hot sausage mixed in. The joy that welled up inside of me was beyond what I had experienced for breakfast in some time. Even having to take extra time to cook the suassage could not stop the excitement. After much work, filled with the agonizing anticipation of breakfast, I finally sat down on my couch ready to eat. The feeling of satisfaction came even before taking the first bite. Ahh, life was good.","","","1","3","3","8","8","1","1","1","7","7","7","7"
"2316","1986","1","1","1","6","4","1","8","5","3","3","2","2","5","5","5","5","5","2","2","2","2","2","5","5","5","5","5","7","4","7","4","7","7","7","4","7","4","1","18","3","1","2","2","2","1","1","3","3","1","1","1","","","","well in really was a time very good","1","1","1","10","10","10","1","1","1","1","1","1"
"2317","1973","1","2","1","1","2","2","4","5","3","4","3","3","4","4","4","3","4","3","3","2","3","4","4","3","3","3","2","3","1","5","3","5","5","6","3","6","1","2","2","4","2","1","2","2","2","4","3","1","3","3","2","","I ate a bologna sandwich for breakfast this morning. This is not a typical breakfast for me. I was in a rush and was busy most of the day making preparations for the hurricane that is approaching my area. I was thinking about the days ahead everything I needed to get done. I was worried about it and didn't really enjoy my food. ","","","2","2","3","5","4","4","2","2","7","7","7","7"
"2318","1981","1","2","1","2","1","2","5","1","-99","2","3","3","2","2","3","1","5","3","3","2","5","2","2","1","3","2","4","6","5","3","4","3","4","3","6","4","1","2","1","2","2","2","2","2","1","4","2","1","2","1","3","","","","I really don't pay much attention to politics-----","4","3","5","6","8","6","1","4","4","7","4","7"
"2319","1983","1","2","1","2","4","4","2","4","3","4","4","3","3","1","2","4","4","2","2","2","1","2","3","3","2","4","3","5","3","6","3","5","4","5","3","5","2","-99","18","1","2","2","2","2","1","1","3","1","2","3","3","","","","","4","3","4","5","5","-99","4","4","4","6","7","7"
"2320","1978","1","2","1","3","4","4","10","5","3","3","4","4","1","2","3","3","4","2","4","3","2","3","2","2","2","3","1","5","5","6","7","4","1","7","1","5","3","1","18","2","2","1","2","2","1","2","1","2","4","1","3","","","","I thought that the Afforadable Health Care Act would be a good thing but Obama has made it disastrous.  I hope that Trump gets elected and gets rid of the Afforadable Health Care Act.","1","3","1","10","10","0","1","1","7","7","7","4"
"2321","1951","1","1","1","4","1","1","10","2","1","1","1","1","4","4","5","5","4","1","2","2","1","1","5","5","5","5","4","5","1","6","1","6","6","7","2","6","1","1","2","5","2","1","2","2","1","4","2","1","2","1","1","","","","Politics should pertain to issues and not about personality and character flaws.  This seems to especially be the case in this election year.","1","2","4","8","8","0","1","1","7","7","7","7"
"2322","1945","1","1","1","1","1","4","6","4","3","2","2","2","3","4","3","2","2","2","3","2","1","1","4","4","3","3","3","3","3","7","1","5","6","5","1","5","4","1","14","2","2","1","1","1","1","3","1","3","2","1","1","","","","The other day, while watching portions of the Vice Presidential candidate debate, I was impressed with Republican Pence.  He handled himself much better than Donald Trump did during the recent Presidential debate with Clinton.  It made me think that perhaps Trump does not actually want to be president of the United States and might, at the time of being sworn in, declare that he is declining the position, which would then go to Pence.  Strange as this may sound, Trump appears to be running for president for all the wrong reasons other than his ego, whereas, Pence seems very sincere about wanting to be vice president.  This presidential election, in my opinion, is the worst I have ever experienced.  ","2","3","6","5","4","0","1","1","1","4","5","7"
"2323","1986","1","2","1","1","2","4","3","5","4","4","4","4","2","1","3","3","3","4","4","4","4","4","2","2","2","2","2","4","5","5","5","6","6","6","4","4","4","2","2","2","2","2","2","1","1","4","3","1","5","1","2","","","","","2","1","4","9","9","1","2","4","7","7","7","7"
"2324","1957","1","2","2","1","2","3","4","3","3","3","1","3","4","4","2","3","4","2","2","1","3","2","4","4","5","4","4","4","3","6","2","5","6","6","3","7","3","1","1","2","2","2","2","2","1","1","2","-99","2","1","1","","i ate biol egg sandwick for breakfast  feel good","","","1","2","5","7","6","7","1","2","6","5","5","5"
"2325","1949","1","2","1","3","3","2","5","4","3","2","2","2","4","4","4","4","4","2","2","2","2","2","4","4","4","4","3","4","2","6","2","6","7","7","4","7","6","1","1","1","2","1","2","2","1","4","2","1","2","3","1","I signed a binding contract with a company to remove an old barn from my farm for which I was to receive a sum of money and there was to be a complete cleanup of any remaining debris from the site. The company took all of the saleable wood from the barn, left the rest in a large ugly mess. I was never paid for the barn wood to took off my property. Since the sum of money I was to receive was below the level of petty theft I was limited to pursuing the matter in small claims court. I learned the principals in the company had no assets that could be attached and they had sufficient drug problems that their children had been removed from their custody. Not only was I not paid for my property I have incurred significant costs to get the mess they left cleaned up and I have absolutely no hope of getting any relief monetary or otherwise. Not only was I quite angry and frustrated by the experience it has made me much more cautious and suspicious of any company or individuals who may do work for me in the future.","","","","4","1","4","8","8","5","1","2","7","7","7","7"
"2326","1989","1","2","5","1","5","2","4","5","4","3","4","4","3","1","2","2","4","3","3","3","2","3","1","3","3","3","2","4","5","5","6","4","2","4","4","3","4","1","18","1","2","2","2","2","1","3","2","1","5","1","3","I was very upset on a dream where it felt like my insecurities got the best of me and took it out on my boyfriend.","","","","3","3","4","5","7","4","2","6","7","7","7","3"
"2327","1980","1","1","5","6","2","2","11","4","3","4","3","2","2","3","4","2","4","2","2","2","2","2","2","4","3","4","3","5","2","6","5","5","6","6","2","5","2","1","1","2","1","1","2","2","1","4","2","1","2","1","1","I was at work was frustrated that he had done something wrong at work was at my desk and check my reports and I was wrong on some data and I felt bad depressed and ill.","","","","4","2","6","10","7","1","1","2","7","4","6","4"
"2328","2001","2","1","1","1","6","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2329","1975","1","1","6","4","1","1","3","5","3","3","4","4","3","3","1","2","3","2","4","3","2","2","5","5","3","4","3","4","1","7","4","6","5","6","2","6","1","1","2","5","2","2","2","1","1","4","2","1","1","1","1","","","I missed the presidential debate but saw snippets and every time Trump opened his mouth I felt sick to my stomach. Trump hides behind the privilege of his wealth. He uses is power to bully others and considers himself untouchable. He is completely out of touch with those of us who have to work day in and out to receive a paycheck that we can barely afford to live on. He is sexist and no respect for women. I felt, watching his face that he had the capacity to become the next Adolf Hitler. He is using American's xenophobia to gain control and I feel terrified that he will win and take that fear to an indescribable and unstoppable level.","","2","2","4","10","8","3","1","1","3","1","2","4"
"2330","1992","1","1","1","1","4","2","5","5","4","5","3","3","5","4","4","5","4","5","4","5","3","4","4","3","5","5","4","7","6","7","6","7","6","7","6","7","6","1","9","2","1","2","1","2","1","2","1","1","2","2","2","","","I don't know","","1","1","2","10","9","10","1","2","1","2","1","2"
"2331","1954","1","2","1","5","1","1","8","3","3","3","3","3","4","4","4","5","5","3","3","3","3","3","4","4","4","5","4","7","1","7","1","7","4","3","1","7","1","1","1","6","2","1","2","1","1","4","2","1","2","1","2","","","IM VERY ANGRY 100% OF THE TIME ABOUT POLITICS, AND CHOOSING JUST ONE INSTANCE WOULD BE VERY IMPOSSIBLE FOR ME TO EVEN THINK OF DOING!!!","","1","5","1","10","10","0","1","1","4","1","4","1"
