CASEID,v161116,v161121,v161236,v161158x,v161126,v161342,v161310a,v161270,v161215,v162011,v162010,v162012,v162013,v162014,v162016,v162017,v162018a,v162196,v162018b,v162019,v162216,v162215
300500, 2, 1, 2, 7,99, 1, 1,12, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300501, 5, 3, 3, 7, 7, 2, 1, 7, 4, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1
300503, 5, 1, 4, 7, 6, 2, 0,13, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 5, 4
300504, 1, 4, 2, 4, 4, 2, 1,10, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300517, 1, 1, 2, 5, 6, 1, 1,13, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2
300518, 4, 2, 4, 6, 7, 1, 1,12, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300522, 5, 3, 4, 7, 6, 2, 1,11, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300526, 2, 1, 2, 6, 4, 2, 1,13, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300534, 1, 3, 1, 7, 6, 1, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
300540, 2, 3, 2, 3, 4, 1, 0, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3
300541, 1, 3, 1, 3, 5, 2, 0, 9, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 4, 4
300542, 1, 5, 1, 1, 2, 1, 1,13, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300543, 4, 2, 2, 5, 5, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4
300545, 1, 5, 1, 1, 1, 2, 1,14, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1
300546, 4, 4, 4, 5, 5, 1, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300547, 2, 1, 1, 5, 4, 2, 0,10, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
300549, 1, 1, 1, 2, 6, 2, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300552, 4, 2, 3, 7, 6, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300554, 2, 5, 2, 1, 1, 2, 0,14, 3, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 4, 3
300555, 2, 1, 3, 6, 5, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300558, 3, 5, 2, 2, 2, 1, 1,13, 4, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 4, 2
300559, 4, 2, 3, 1, 3, 1, 1,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
300561, 5, 3, 2, 7, 6, 1, 1,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300565, 4, 4, 2, 5, 4, 2, 1,14, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4
300566, 1, 5, 1, 4,-8, 1, 0, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
300569, 5, 3, 5, 5, 7, 1, 1,11, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 5, 2
300571, 3, 2, 2, 7, 6, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300572, 4, 3, 2, 7, 6, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5
300574, 4, 3, 2, 6,99, 2, 1,10, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300575, 2, 2, 5, 7, 5, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
300578, 4, 2, 3, 5,99, 1, 1, 9, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300581, 1, 5, 1, 4,99, 2, 0,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
300583, 1, 4, 1, 3, 2, 2, 1,14, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 4, 2
300586, 1, 4, 1, 4, 3, 2, 1,14, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300587, 1, 5, 2, 1, 4, 2, 0,11, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 1
300589, 1, 1, 2, 7, 6, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
300597, 3, 2, 2, 5, 4, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300600, 4, 4, 2, 6, 6, 2, 1,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300601, 4, 1, 5, 7, 6, 2, 1,10, 4, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3
300603, 5, 2, 5, 7, 7, 1, 1,13, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300605, 5, 1, 5, 7, 7, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 2
300609, 2, 2, 2, 5, 4, 2, 1, 8, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
300610, 2, 5, 1, 1, 2, 2, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
300611, 4, 4, 1, 6, 4, 1, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4
300612, 1, 1, 1, 3, 3, 1, 0,10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 5, 2
300614, 5, 2, 4, 5, 5,-9, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
300617, 2, 4, 3, 6, 5, 2, 1,12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300620, 1, 5, 1, 1, 4, 1, 0,13, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
300621, 4, 1, 3, 7, 6, 1, 1,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300622, 3, 5, 2, 3, 2, 1, 1,10, 4, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1
300628, 1, 2, 2, 6,99, 1, 1, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
300629, 2, 1, 1, 1, 3, 2, 0, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-8,-8
300632, 2, 4, 1, 4, 1, 2, 0,12, 1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300633, 2, 4, 1, 1, 4, 1, 1,14, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300634, 1, 1, 1, 3, 3, 2, 1,12, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300636, 3, 2, 2, 5, 5, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3
300637, 1, 5, 5, 4,99, 1, 0,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
300638, 2, 5, 2, 5, 5, 1, 1,16, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300641, 1, 4, 1, 1, 3, 2, 1,10, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 4, 2
300642, 1, 5, 2, 3, 4, 1, 1,95, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300644, 2, 2, 2, 4,99, 1, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300655, 1, 5, 1, 1, 2, 2, 1,13, 4, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 4, 4
300656, 1, 1, 1, 2,99, 2, 0,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5
300657, 4, 5, 2, 3, 2, 2, 1,14, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1
300658, 4, 2, 2, 7, 5, 1, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 5, 3
300660, 1, 1, 1,-8, 6, 2, 1,10, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 5, 3
300663, 4, 2, 4, 7, 6, 1, 1, 9, 3, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 5, 4
300674, 1, 5, 3, 5,99,-9, 1, 7, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
300675, 2, 3, 1, 2, 3, 1, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
300676, 2, 4, 1, 4,99, 2, 0,12, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
300677, 5, 5, 2, 5,99, 2, 1, 5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
300679, 2, 5, 1, 2, 6, 2, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2
300680, 4, 1, 2, 1,99, 1, 1, 9, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300687, 5, 2, 4, 7,99, 2, 1,13, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 5, 2
300693, 2, 5, 1, 2, 4, 2, 0,10, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 4
300694, 1, 5, 1, 1, 2,-9, 1, 9, 4, 2, 2,-9, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2
300695, 3, 5, 2, 1, 4, 2, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1,-8, 1, 1
300696, 5, 2, 5, 7, 7, 2, 1,12, 5, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300699, 2, 3, 2, 6, 6, 1, 1, 7, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300702, 2, 2, 2, 4, 4, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
300703, 5, 3, 4, 7, 6, 1, 1,10, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
300704, 1, 4, 2, 2, 4, 2, 0,14, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 4, 3
300705, 4, 2, 4, 7, 6, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300706, 2, 2, 2, 3, 2, 2, 1,13, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300709, 1, 1, 1, 2,99, 1, 1, 6, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
300711, 1, 2, 1, 2, 6, 1, 0, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300717, 3, 2, 3, 7, 6, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
300719, 2, 5, 1, 1, 4, 2, 1,14, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300721, 3, 2, 2, 6,99, 2, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
300723, 5, 1, 2, 7, 6, 2, 1,10, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300724, 2, 1, 2, 3,99, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300726, 4, 5, 3, 3, 4, 2, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
300727, 1,-8, 1, 1,99, 2, 1, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,-8, 1
300731, 1, 4, 1, 2,99, 2, 0, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4
300732, 2, 2, 2, 1,99, 2, 0, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4
300734, 3, 2, 2, 3, 3, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3
300735, 5, 1, 4, 7, 4, 1, 1,11, 3, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300736, 4, 5, 5, 6, 5, 1, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
300739, 1, 1, 1, 2, 3, 1, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
300740, 1, 1, 1, 3,99, 1,-8, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300743, 1, 5, 1, 1, 3, 1, 1, 9, 4, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2
300745, 4, 3, 3, 4, 5, 1, 1,10, 5, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 3
300747, 5, 1, 2, 7, 6, 2, 1,11, 3, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1
300749, 1, 2, 1, 3, 1, 1, 1,13, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 4, 2
300750, 4, 3, 2, 5, 4, 1, 1,10, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 1
300751, 1, 3, 3, 4,99, 2, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
300753, 4, 1, 4, 6, 6, 2, 1,13, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300757, 3, 2, 2, 5, 4, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
300759, 3, 5, 2, 6, 6, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3
300766, 1, 1, 1, 3, 4, 1, 1, 6, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
300768, 4, 1, 4, 6, 4, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300769, 1, 2, 1, 2, 4, 2, 0, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
300770, 1, 1, 1, 4, 5, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 4, 2
300774, 1, 1, 2, 7,99, 1, 1, 8, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300775, 5, 2, 3, 7, 6, 2, 1, 9, 3, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
300779, 1, 5, 1, 1, 6, 1, 0, 9, 1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300780, 5, 2, 2, 7, 6,-9, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
300784,-8, 4, 1, 6, 4, 2, 1,14, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300785, 4, 1, 5, 7, 7, 2,-9,12, 3, 2, 1, 2, 2,-9,-9, 2, 2, 1, 1, 2, 4, 4
300789, 2, 4, 1, 2, 5, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 3
300790, 1, 4, 2, 3, 3, 1, 0, 9, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300792, 2, 4, 2, 3, 4, 2, 1,13, 4, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 4, 2
300795, 2, 2, 1, 2, 4, 2, 1, 9, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2
300796, 2, 5, 1, 3, 2, 1, 1,14, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300798, 1, 2, 1, 3, 3, 1, 0,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3
300799, 2, 4, 2, 3, 3, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 4
300807, 1, 1, 1, 7, 6, 1, 1,14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300808, 2, 1, 4, 7, 7, 1, 1,13, 3, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 5, 4
300812, 4, 5, 4, 5, 6, 2, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 5, 5
300813, 4, 2, 4, 5, 6, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300816, 3, 4, 2, 3, 3, 1, 0,13, 4, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2
300819, 2, 5, 2, 3, 3, 2, 1,13, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300820, 2, 1, 2, 7, 6, 1, 1,10, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300821, 1, 4, 1, 1,99, 2, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300827, 1, 5, 1, 1,99, 2, 0, 9, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
300831, 2, 4, 1, 1, 3, 2, 1, 7, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1
300833, 1, 2, 1, 2, 2, 1, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 4, 5
300839, 1, 1, 1, 3, 4, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300847, 2, 5, 1, 3, 3, 2, 1,13, 4, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1
300850, 1, 1, 1, 6, 6, 2, 0,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3
300853, 3, 5, 1, 4, 3, 1, 0,12, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2
300855, 2, 2, 1, 3, 4, 1, 0,11, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 4, 3
300857, 4, 4, 2, 4, 5, 2, 0,10, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300859, 1, 1, 5, 4,99, 1, 1,12, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
300860, 2, 4, 1, 1, 2, 2, 1,14, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 4, 2
300864, 5, 1, 5, 7, 7, 2, 1,11, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1
300869, 5, 1, 4, 7, 6, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1
300872, 3, 1, 1, 2,99, 2, 1, 9, 5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300873, 1, 2, 2, 7, 7, 1, 1,10, 5, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2
300874, 1, 1, 1, 3, 1, 2, 0, 9, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
300875, 2, 4, 1, 3, 4, 2, 1,13, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300881, 1, 1, 1, 2,99, 1, 1,12, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
300882, 2, 2, 1, 5, 4, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
300883, 2, 5, 2, 1, 2, 1, 1,15, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300885, 2, 3, 2, 2, 3, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300887, 4, 2, 4, 7, 7, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 5, 5
300890, 5, 1, 4, 7, 6, 1, 1,10, 5, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 4, 4
300893, 4, 2, 4, 7, 4, 1, 1,14, 2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300895, 2, 1, 1, 6, 5, 2, 1,14, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
300898, 1, 5, 1, 1, 3, 1, 1,16, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2
300900, 4, 2, 4, 7, 6, 2, 1, 8, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 5, 2
300901, 2, 5, 2, 2, 3, 1, 1,10, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2
300906, 2, 2, 1, 2,99, 2, 0, 9, 3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300910, 3, 2, 2, 5, 6, 1, 1,15, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300911, 2, 5, 1, 1, 1, 2, 1,13, 4, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 4, 4
300912, 5, 1,-8, 5, 6, 2, 1,13, 4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
300916, 2, 2, 2, 4,99, 2, 1, 9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300917, 1, 3, 1, 3, 4, 2, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 4
300920, 2, 5, 2, 4, 4, 1, 0,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 4, 2
300921, 2, 2, 1, 2, 5, 1, 1,14, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2
300924, 1, 5, 1, 1, 3, 2, 0,12, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 1
300925, 5, 1, 3, 6, 7, 1, 1,15, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
300926, 1, 4, 1, 2, 3, 2, 0,14, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
300927, 1, 1, 1, 1,99, 2, 1, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
300928, 3, 1, 2, 6, 5, 1, 1,10, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300930, 3, 4, 1, 2, 5, 1, 0, 8, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
300931, 2, 5, 1, 1, 4, 1,-8, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
300935, 2, 5, 1, 3, 1, 2, 1,14, 3, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 4, 2
300937, 3, 2, 1, 6, 5, 1, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4
300940, 1, 4, 1, 3, 2, 1, 1,15, 3, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2
300947, 4, 2, 4, 5, 6, 1, 1,13, 4, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300953, 2, 3, 1, 1,99, 2, 0,13, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 3
300956, 4, 2, 3, 6, 6, 1, 1, 9, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
300963, 2, 1, 2, 1,99,-9, 1,13, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2
300968, 2, 1, 2, 1, 3, 1, 1,12, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
300970, 4, 1, 3, 7, 6, 1, 1, 9, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1
300973, 1, 5, 1, 1, 4, 2, 0,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300976, 1, 3, 1, 3, 4, 2, 1,14, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2
300977, 4, 3, 3, 5, 5, 1, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2
300979, 2, 2, 3, 7, 5, 2, 1,12, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
300982, 2, 4, 2, 5, 5, 1, 1,14, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2
300983, 4, 2, 4, 5, 6, 1, 0,14, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 4, 3
300991, 5, 1, 4, 7, 4, 2, 1, 9, 5, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 5, 3
300994, 1, 2, 3, 6, 4,-9, 1, 9, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1
301000, 4, 4, 2, 3, 3, 2, 0,11, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1
301006, 1, 5, 1, 1, 2, 2, 0,13, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 4, 2
301007, 5, 2, 5, 7, 6, 2, 1,13, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 5, 5
301008, 1, 5, 1, 1,99, 2, 1,11, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3
301010, 1, 1, 1, 7, 6, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2
301011, 3, 2, 2, 5,99, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 4, 2
301014, 2, 1, 2, 6,99, 1, 1,11, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
301018, 5, 2, 4, 5, 4, 2, 1,13, 3, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2
301019, 1, 2, 1, 1,99, 2, 1,11, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 4, 4
301020, 1, 2, 1, 2, 2, 2, 1,13, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
